DATAHORA,NUM_OCORRENCIA,COD_TIPO_OCORRENCIA,DESC_TIPO_OCORRENCIA,COD_SUBTIPO_OCORRENCIA,DESC_SUBTIPO_OCORRENCIA,BAIRRO,MUNICIPIO,ENDERECO,REFERENCIA,AREA,Y,X,LATITUDE,LONGITUDE,Ano,Mes,Dia,date,Hora_Completa,Periodo,lat,lng
20210121145346ES,M11867592,VEICULO1,VEICULO ROUBADO OU FURTADO / LOCALIZADO,default,,,,,,3BPM,905784389,3327904,-850021884520.259,-372368407276293,2021,01,21,21-01-2021,2:53:00 PM,Tarde,-8.50021884520259,-37.2368407276293
20210121145835ES,M11867596,CRIANCA,CRIANCA E ADOLESCENTE,CRIAD2,VITIMA,CORDEIRO,RECIFE,R  CATUIRA 15,"VILA SANTA LUZIA,ARMAZÃ‰M AGUAIR E PADARIA FLOR DOS ",13BPM,911020569,28872978,-804521360453.123,-349170256311111,2021,01,21,21-01-2021,2:58:00 PM,Tarde,-8.04521360453123,-34.9170256311111
20210121145717ES,M11867593,ESCOLTA,ESCOLTA,ESCOLTA1,DE PRESO,,,,,23BPM,914126651,-1039928,-774358422564.402,-376238668776184,2021,01,21,21-01-2021,2:57:00 PM,Tarde,-7.74358422564402,-37.6238668776184
20210121222927ES,M11868190,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,TIMBI,CAMARAGIBE,R  NOVA OLIMPIA 120,CEU AZUL/ PROX. A CAIXA D'AGUA/ MERCADINHO DO SITIO,20BPM,911360676,28077691,-801412472971.007,-349890096031312,2021,01,21,21-01-2021,10:29:00 PM,Noite,-8.01412472971007,-34.9890096031312
20210121223337ES,M11868195,ATRITO_V,ATRITO VERBAL,default,,JARDIM ATLANTICO,OLINDA,R  OLEGARIO MARIANO 609,PADARIA PRINCESA DO ATLANTICO // ,1BPM,911777919,29686874,-797708110748.638,-348428928671349,2021,01,21,21-01-2021,10:33:00 PM,Noite,-7.97708110748638,-34.8428928671349
20210121223536ES,M11868201,MONITORAMENTO,MONITORAMENTO DE SENTENCIADOS E REEDUCANDOS,default,,,,,,10BPM,902991326,20323990,-876632663291.361,-356972544458122,2021,01,21,21-01-2021,10:35:00 PM,Noite,-8.76632663291361,-35.6972544458122
20210122131919ES,M11868967,DISPARO3,Disparo de arma de fogo em Estabelecimento Prisional,default,,ZONA RURAL,ITAMARACÃ,R  CAVALA 9311,,26BPM,914811763,29717653,-77028067626.278,-348388964573019,2021,01,22,22-01-2021,1:19:00 PM,Tarde,-7.77028067626278,-34.8388964573019
20210122132248ES,M11868970,AMEACA,AMEACA,AMEACA4,OUTRO INSTRUMENTO,CENTRO(ABREU E LIMA),ABREU E LIMA,R  JULIO MOLITERNO 118,BANCO ITAU /// CERPE,17BPM,912538847,29040958,-790802425970.478,-349011548611062,2021,01,22,22-01-2021,1:22:00 PM,Tarde,-7.90802425970478,-34.9011548611062
20210122195032ES,M11869496,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,CAMPO GRANDE,RECIFE,R  ESBERARD 409,PROX. AO DEPOSITO DE ADO GÃS,13BPM,911136382,29330909,-803493521573.152,-348754411315825,2021,01,22,22-01-2021,7:50:00 PM,Noite,-8.03493521573152,-34.8754411315825
20210122200635ES,M11869533,RECEPTAC,RECEPTACAO,default,,,,,,5BPM,896038382,-32803633,-932487779559.662,-405196421179546,2021,01,22,22-01-2021,8:06:00 PM,Noite,-9.32487779559662,-40.5196421179546
20210122200721ES,M11869536,RECEPTAC,RECEPTACAO,default,,,,,,21BPM,908993440,24721578,-822649844784.902,-35294568511098,2021,01,22,22-01-2021,8:07:00 PM,Noite,-8.22649844784902,-35.5294568511098
20210101111031ES,M11825236,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,SAPUCAIA,OLINDA,ESTR DE AGUAZINHA 523,CENTRAL DO FRANGO/ FIGADO VERDE,1BPM,911516145,29225969,-800055887684.098,-348848013997172,2021,01,01,01-01-2021,11:10:00 AM,Manhã,-8.00055887684098,-34.8848013997172
20210102165627ES,M11828904,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP7,TRAFICO,CAPIBARIBE,SÃƒO LOURENÃ‡O DA MATA,R EXP CONSTANTINO AVELINO DE SA 302,ALT O DO CUSCUZ/ESCADARIA /ULTIMA CASA LADO ESQUERD,20BPM,911528153,27650048,-799879611240.996,-350277182619677,2021,01,02,02-01-2021,4:56:00 PM,Tarde,-7.99879611240996,-35.0277182619677
20210103052421ES,M11831198,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,CENTRO(CAMARAGIBE),CAMARAGIBE,R  ELIZA CABRAL DE SOUZA 920,AO LADO DA LOJA ESPONSEDE / MAX ATACAREJO ,20BPM,911246938,28166041,-802444531950.637,-349810466736123,2021,01,03,03-01-2021,5:24:00 AM,Madrugada,-8.02444531950637,-34.9810466736123
20210103070637ES,M11831260,VEICULO2,VEICULO ROUBADO OU FURTADO / RECUPERADO,default,,,,,,2BPM,914936127,24483871,-768926803489.769,-35313118657298,2021,01,03,03-01-2021,7:06:00 AM,Manhã,-7.68926803489769,-35.5313118657298
20210103190244ES,M11832330,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,SANTO AMARO,RECIFE,R  PEDRO HENRIQUE 248,"EDF PIETRO PRIORI , EM FRENTE Ã€ CELPE , ",16BPM,910955537,29189892,-80512260649.432,-348883074520851,2021,01,03,03-01-2021,7:02:00 PM,Noite,-8.80512260649432,-34.8883074520851
20210103185653ES,M11832312,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,RESIDENCIA,RESIDENCIA,,,,,9BPM,899128580,8795177,-910604026643.426,-367473518189581,2021,01,03,03-01-2021,6:56:00 PM,Noite,-9.10604026643426,-36.7473518189581
20210104185716ES,M11834498,AMEACA,AMEACA,AMEACA3,COM ARMA DE FOGO,PASSARINHO,RECIFE,R  XEXEU,NO FINAL DA LADEIRA // IGREJA DA FÃ‰ ,11BPM,911753394,28869336,-797896160692.704,-349170458700201,2021,01,04,04-01-2021,6:57:00 PM,Noite,-7.97896160692704,-34.9170458700201
20210104191437ES,M11834522,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,CORDEIRO,RECIFE,AV  CAXANGA 2231,EM FRENTE AO PARQUE DE EXPOSIÃ‡ÃƒO // RESTAURANTE GALE,13BPM,911003283,28761590,-804672902368.162,-349271362491253,2021,01,04,04-01-2021,7:14:00 PM,Noite,-8.04672902368162,-34.9271362491253
20210104191854ES,M11834531,AMEACA,AMEACA,AMEACA1,VERBAL,,,,,3BPM,905784389,3327904,-850021884520.259,-372368407276293,2021,01,04,04-01-2021,7:18:00 PM,Noite,-8.50021884520259,-37.2368407276293
20210105174659ES,M11835689,PRESO_PO,PRESO POR MANDADO DE PRISAO PREVENTIVA,default,,BOA VISTA,RECIFE,R DA GLORIA 479,PADARIA SANTA CRUZ,16BPM,910818542,29194347,-806361303170.952,-348879607693227,2021,01,05,05-01-2021,5:46:00 PM,Tarde,-8.06361303170952,-34.8879607693227
20210105174719ES,M11835690,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,DIVINOPOLIS,CARUARU,RUA  FREDERICO OZANAN 56,POSTO MESTRE VITALINO // ,4BPM,908345443,17229088,-828057701337.245,-359745580320959,2021,01,05,05-01-2021,5:47:00 PM,Tarde,-8.28057701337245,-35.9745580320959
20210107222140ES,M11838627,TENTATIV,TENTATIVA DE HOMICIDIO,default,,CASA AMARELA,RECIFE,AV  NORTE 3227,PRÃ“XIMO A POLICLÃNICA BARROS LIMA ,11BPM,911291889,28841263,-802067175978.167,-349197870120488,2021,01,07,07-01-2021,10:21:00 PM,Noite,-8.02067175978167,-34.9197870120488
20210107211657ES,M11838542,IMPORTUNACAO,IMPORTUNACAO SEXUAL,MULHER,CONTRA A MULHER,,,,,14BPM,911845930,-7606639,-794216611278.255,-382197434607745,2021,01,07,07-01-2021,9:16:00 PM,Noite,-7.94216611278255,-38.2197434607745
20210107214244ES,M11838575,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,RIACHAO,CARUARU,AVENIDA  CANAL 335,POR TRÃS DO PATIO E PRÃ“X DO BAR METAL BE,4BPM,908339712,16989552,-828093217085.417,-359962839256103,2021,01,07,07-01-2021,9:42:00 PM,Noite,-8.28093217085417,-35.9962839256103
20210107214306ES,M11838576,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,,,,,5BPM,896038382,-32803633,-932487779559.662,-405196421179546,2021,01,07,07-01-2021,9:43:00 PM,Noite,-9.32487779559662,-40.5196421179546
20210107223139ES,M11838642,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,NOSSA SRA DO O,IPOJUCA,R  PEDRO DE SOUZA LEAO 268,AO LADO DO FIGURIFICO PAI &  FILHO ,18BPM,906596308,27787894,-844468553905.383,-350174704463389,2021,01,07,07-01-2021,10:31:00 PM,Noite,-8.44468553905383,-35.0174704463389
20210108171954ES,M11839533,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,SITIO NOVO,OLINDA,AV  LUIS CORREIA DE BRITO 369,"MERCADO PÃšBLICO , BAR DA CARNE , ",1BPM,911200470,29325789,-802913913914.113,-348758789298757,2021,01,08,08-01-2021,5:19:00 PM,Tarde,-8.02913913914113,-34.8758789298757
20210108174039ES,M11839569,PRESO_PO,PRESO POR MANDADO DE PRISAO PREVENTIVA,default,,,,,,3BPM,905784389,3327904,-850021884520.259,-372368407276293,2021,01,08,08-01-2021,5:40:00 PM,Tarde,-8.50021884520259,-37.2368407276293
20210109051429ES,M11841141,INVASAO,INVASAO ,PRED_PART,PREDIO PARTICULAR,BOA VIAGEM,RECIFE,AV  BOA VIAGEM 2312,"NÂª 5152,EDIFICIO CORONATO ",19BPM,910297127,29182282,-811074669033.751,-348892746542926,2021,01,09,09-01-2021,5:14:00 AM,Madrugada,-8.11074669033751,-34.8892746542926
20210109052003ES,M11841143,AGRESSAO,AGRESSAO,AGR1F,OUTRAS,MARANGUAPE I,PAULISTA,R  SESSENTA E SEIS 15,RUA DA FABRICA DA PIZZA/COLEGIO PERNAMBUCANO ,17BPM,912056846,29466661,-795177470274.807,-348627503495176,2021,01,09,09-01-2021,5:20:00 AM,Madrugada,-7.95177470274807,-34.8627503495176
20210109054009ES,M11841159,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,BAR,BAR,VARADOURO,OLINDA,R  CARMEM LEAL SCHMALZ 130,POR TRÃS DA PADARIA DO JÃ”,1BPM,911343351,29554728,-801631580172.623,-34855055007906,2021,01,09,09-01-2021,5:40:00 AM,Madrugada,-8.01631580172623,-34.4855055007906
20210109070032ES,M11841208,ARROMBAM,ARROMBAMENTO,RESIDENCIA,RESIDENCIA,JARDIM ATLANTICO,OLINDA,R BR MAUA 571,EM FRENTE A QUADRA DO COLEGIO LEAL/ PAGUE MENOS,1BPM,911818022,29672760,-797344976906.528,-34844156647845,2021,01,09,09-01-2021,7:00:00 AM,Manhã,-7.97344976906528,-34.4844156647845
20210109071437ES,M11841218,VEICULO2,VEICULO ROUBADO OU FURTADO / RECUPERADO,default,,,,,,22BPM,913866444,20323990,-77837231290.872,-35690574067551,2021,01,09,09-01-2021,7:14:00 AM,Manhã,-7.77837231290872,-35.5690574067551
20210109201008ES,M11842494,AGRESSAO,AGRESSAO,AGR1E,FISICA SEM LESAO CORPORAL,AGUAS COMPRIDAS,OLINDA,R  ALTO NOVA OLINDA 26,ASSEMBLEIA DE DEUS/PIZZARIA MANUELA ,1BPM,911574062,29129853,-799528296920.002,-348934944707309,2021,01,09,09-01-2021,8:10:00 PM,Noite,-7.99528296920002,-34.8934944707309
20210109201014ES,M11842496,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,NOVA DESCOBERTA,RECIFE,R  ALTO DO RESERVATORIO 987,BARRACA DO NENA E DO GORDO ,11BPM,911506181,28662968,-800122337359.621,-349358663384179,2021,01,09,09-01-2021,8:10:00 PM,Noite,-8.00122337359621,-34.9358663384179
20210109223127ES,M11843130,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,VEICULO,VEICULO EM VIA PUBLICA,AGUA FRIA,RECIFE,AV  ANIBAL BENEVOLO 1532,VIA SHOW // CLUBE BELA VISTA,13BPM,911410480,29028131,-801002920984.844,-349027885908477,2021,01,09,09-01-2021,10:31:00 PM,Noite,-8.01002920984844,-34.9027885908477
20210109224459ES,M11843215,EMBRIAGU,EMBRIAGUEZ ALCOOLICA,default,,,,,,9BPM,899128580,8795177,-910604026643.426,-367473518189581,2021,01,09,09-01-2021,10:44:00 PM,Noite,-9.10604026643426,-36.7473518189581
20210110114040ES,M11845031,PORTE,PORTE ILEGAL DE ARMA,default,,,,,,3BPM,905784389,3327904,-850021884520.259,-372368407276293,2021,01,10,10-01-2021,11:40:00 AM,Manhã,-8.50021884520259,-37.2368407276293
20210110124902ES,M11845134,RECEPTAC,RECEPTACAO,default,,,,,,15BPM,908755733,14916144,-824190376607.607,-361839878538653,2021,01,10,10-01-2021,12:49:00 PM,Tarde,-8.24190376607607,-36.1839878538653
20210110193249ES,M11846144,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP6,PORTE,,,,,10BPM,902991326,20323990,-876632663291.361,-356972544458122,2021,01,10,10-01-2021,7:32:00 PM,Noite,-8.76632663291361,-35.6972544458122
20210110214134ES,M11846750,RECEPTAC,RECEPTACAO,default,,,,,,6CIPM,911823857,22253496,-796938122535.191,-35516869655155,2021,01,10,10-01-2021,9:41:00 PM,Noite,-7.96938122535191,-35.5516869655155
20210110214209ES,M11846755,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,,,,,3BPM,905784389,3327904,-850021884520.259,-372368407276293,2021,01,10,10-01-2021,9:42:00 PM,Noite,-8.50021884520259,-37.2368407276293
20210111011408ES,M11847712,AMEACA,AMEACA,AMEACA2,COM ARMA BRANCA,LIBERDADE,MORENO,R  PEDRO FERREIRA 120,AO LADO DO BAR DE JOÃƒO GORDO/ NOVO BAR DE LUA,25BPM,910158091,26801174,-812225560101.898,-351053385971234,2021,01,11,11-01-2021,1:14:00 AM,Madrugada,-8.12225560101898,-35.1053385971234
20210111130815ES,M11848225,VEICULO2,VEICULO ROUBADO OU FURTADO / RECUPERADO,default,,CENTRO(MORENO),MORENO,ROD  BR-232,PRX A LOMBADA ELETRONICA,25BPM,910322561,25891949,-810695420485.472,-351877317046039,2021,01,11,11-01-2021,1:08:00 PM,Tarde,-8.10695420485472,-35.1877317046039
20210111131115ES,M11848228,FURTO,FURTO,11A,DE VEICULO,,,,,5BPM,896038382,-32803633,-932487779559.662,-405196421179546,2021,01,11,11-01-2021,1:11:00 PM,Tarde,-9.32487779559662,-40.5196421179546
20210111133545ES,M11848257,INVASAO,INVASAO ,14E,TERRAS,,,,,9BPM,899128580,8795177,-910604026643.426,-367473518189581,2021,01,11,11-01-2021,1:35:00 PM,Tarde,-9.10604026643426,-36.7473518189581
20210111133601ES,M11848258,DIRECAO2,DIRECAO PERIGOSA DE VEICULO,default,,,,,,1CIP,904262189,-16534859,-861339794743.825,-390362866705957,2021,01,11,11-01-2021,1:36:00 PM,Tarde,-8.61339794743825,-39.0362866705957
20210112080948ES,M11849317,CUSTODIA,CUSTODIA,default,,CENTRO(S LOURENCO),SÃƒO LOURENÃ‡O DA MATA,AV DR FRANCISCO CORREIA 1621,,17BPM,911605780,27459700,-799169370954.132,-350449452919324,2021,01,12,12-01-2021,8:09:00 AM,Manhã,-7.99169370954132,-35.0449452919324
20210112092241ES,M11849360,RESGATE,RESGATE,RESG2,ANIMAL,AFOGADOS,RECIFE,R  JACIRA 56,EM FRENTE AO DEPATRI,12BPM,910633614,28970376,-808023720997.716,-349083553089879,2021,01,12,12-01-2021,9:22:00 AM,Manhã,-8.08023720997716,-34.9083553089879
20210112100242ES,M11849390,INVASAO,INVASAO ,14A,A DOMICILIO,COHAB,RECIFE,R  AZEVEDO CRUZ 213,TERMINAL DE ONIBUS UR V /BARRO/QUADRA DO TRIANGULO ,19BPM,910046054,28483506,-813314521557.746,-349527757390687,2021,01,12,12-01-2021,10:02:00 AM,Manhã,-8.13314521557746,-34.9527757390687
20210113110239ES,M11850738,AMEACA,AMEACA,AMEACA1,VERBAL,IMBIRIBEIRA,RECIFE,AEROPORTO INTERNACIONAL DOS GUARARAPES,,19BPM,910084040,28882760,-812988363023.565,-349165382749572,2021,01,13,13-01-2021,11:02:00 AM,Manhã,-8.12988363023565,-34.9165382749572
20210113110227ES,M11850737,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,JARDIM PRIMAVERA,CAMARAGIBE,R S JOSE DOS PINHAIS 611,COLÃ‰GIO SAMUEL MACDOWELL/IGREJA BATISTA MISSIONÃRIA,20BPM,911377400,28289180,-801270498098.158,-349698217420606,2021,01,13,13-01-2021,11:02:00 AM,Manhã,-8.01270498098158,-34.9698217420606
20210114021558ES,M11851829,APOIO_A,APOIO A OFICIAL DE JUSTICA,default,,,,,,21BPM,908993440,24721578,-822649844784.902,-35294568511098,2021,01,14,14-01-2021,2:15:00 AM,Madrugada,-8.22649844784902,-35.5294568511098
20210114033620ES,M11851872,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,VEICULO,VEICULO EM VIA PUBLICA,,,,,9CIP,914780319,-32624034,-764450276670.007,-404706865367968,2021,01,14,14-01-2021,3:36:00 AM,Madrugada,-7.64450276670007,-40.4706865367968
20210114213347ES,M11852945,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP3,ENCONTRO,,,,,3BPM,905784389,3327904,-850021884520.259,-372368407276293,2021,01,14,14-01-2021,9:33:00 PM,Noite,-8.50021884520259,-37.2368407276293
20210114213404ES,M11852946,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,TORRE,RECIFE,R  REAL DA TORRE 1307,PRAÃ‡A DA MADALENA,13BPM,911018213,28955325,-804546140290.741,-349095574629696,2021,01,14,14-01-2021,9:34:00 PM,Noite,-8.04546140290741,-34.9095574629696
20210114214108ES,M11852963,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,,,,,5BPM,896038382,-32803633,-932487779559.662,-405196421179546,2021,01,14,14-01-2021,9:41:00 PM,Noite,-9.32487779559662,-40.5196421179546
20210114214130ES,M11852966,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP6,PORTE,,,,,1CIP,904262189,-16534859,-861339794743.825,-390362866705957,2021,01,14,14-01-2021,9:41:00 PM,Noite,-8.61339794743825,-39.0362866705957
20210115201032ES,M11854439,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP7,TRAFICO,COHAB,CABO DE SANTO AGOSTINHO,R  DEZOITO 28,POR TRAS DA ESCOLA JOSE RODRIGUES,18BPM,908220792,27643694,-829777036673.554,-350298011643414,2021,01,15,15-01-2021,8:10:00 PM,Noite,-8.29777036673554,-35.0298011643414
20210115204655ES,M11854542,VIAS_DE,VIAS DE FATO,MARIADAPENHA,MARIA DA PENHA,,,,,8BPM,911964784,-19610867,-79164321353.201,-393031708886797,2021,01,15,15-01-2021,8:46:00 PM,Noite,-7.79164321353201,-39.3031708886797
20210115203232ES,M11854498,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,,,,,2BPM,914936127,24483871,-768926803489.769,-35313118657298,2021,01,15,15-01-2021,8:32:00 PM,Noite,-7.68926803489769,-35.5313118657298
20210115212435ES,M11854691,AMEACA,AMEACA,AMEACA1,VERBAL,ARRUDA,RECIFE,R DAS MOCAS 379,PX STADIO DO ARRUDA ,13BPM,911239698,29170938,-802552842621.592,-34889907764378,2021,01,15,15-01-2021,9:24:00 PM,Noite,-8.02552842621592,-34.4889907764378
20210116191200ES,M11857137,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,,,,,5BPM,896038382,-32803633,-932487779559.662,-405196421179546,2021,01,16,16-01-2021,7:12:00 PM,Noite,-9.32487779559662,-40.5196421179546
20210116200856ES,M11857313,ROUBO,ROUBO,12N,OUTROS,PRAZERES,JABOATÃƒO DOS GUARARAPES,ROD  BR-101 - PISTA LATERAL,PRX A COCA COLA / VITARELLA,6BPM,909563595,28518743,-817677574281.469,-349497903646556,2021,01,16,16-01-2021,8:08:00 PM,Noite,-8.17677574281469,-34.9497903646556
20210116200837ES,M11857310,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP5,OUTROS,,,,,14BPM,911845930,-7606639,-794216611278.255,-382197434607745,2021,01,16,16-01-2021,8:08:00 PM,Noite,-7.94216611278255,-38.2197434607745
20210116203826ES,M11857423,APROPRIA,APROPRIACAO INDEBITA,default,,GUARARAPES,JABOATÃƒO DOS GUARARAPES,AV  BARRETO DE MENEZES,BAR DO PIRATA // LADEIRA DA IGREJA ,6BPM,909780890,28708574,-815721441572.903,-34932472201536,2021,01,16,16-01-2021,8:38:00 PM,Noite,-8.15721441572903,-34.4932472201536
20210116224456ES,M11858177,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,PIEDADE,JABOATÃƒO DOS GUARARAPES,R NS_DE FATIMA 156,EMPRESA SO MOTOR /IGREJA DO LORETO ,6BPM,909450324,28725917,-818710599598.107,-349310424514726,2021,01,16,16-01-2021,10:44:00 PM,Noite,-8.18710599598107,-34.9310424514726
20210117115544ES,M11859993,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,IPSEP,RECIFE,AV PRES KENNEDY 69,MERCADINHO DE PAULA_CASA DE ANTONIO DA AGUA,19BPM,910386246,28794193,-810252522661.842,-349244431984645,2021,01,17,17-01-2021,11:55:00 AM,Manhã,-8.10252522661842,-34.9244431984645
20210117115632ES,M11859994,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,RESIDENCIA,RESIDENCIA,,,,,8BPM,911964784,-19610867,-79164321353.201,-393031708886797,2021,01,17,17-01-2021,11:56:00 AM,Manhã,-7.79164321353201,-39.3031708886797
20210117121102ES,M11860015,MORTE,MORTE A ESCLARECER,default,,,,,,15BPM,908755733,14916144,-824190376607.607,-361839878538653,2021,01,17,17-01-2021,12:11:00 PM,Tarde,-8.24190376607607,-36.1839878538653
20210117121845ES,M11860026,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP6,PORTE,CENTRO(ITAPISSUMA),ITAPISSUMA,R DAS ROSAS 140,,26BPM,914066077,29063883,-776996308647.332,-348984501099023,2021,01,17,17-01-2021,12:18:00 PM,Tarde,-7.76996308647332,-34.8984501099023
20210117154819ES,M11860482,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,CASA AMARELA,RECIFE,R DR TOME DIAS 46,NA FRENTE DA FACIPE,11BPM,911255498,28835112,-802395905003.399,-349203603383262,2021,01,17,17-01-2021,3:48:00 PM,Tarde,-8.02395905003399,-34.9203603383262
20210117160320ES,M11860509,DIRECAO1,DIRECAO DE VEICULO SEM HABILITACAO,default,,,,,,2BPM,914936127,24483871,-768926803489.769,-35313118657298,2021,01,17,17-01-2021,4:03:00 PM,Tarde,-7.68926803489769,-35.5313118657298
20210117212149ES,M11861838,ATRITO_V,ATRITO VERBAL,MARIADAPENHA,MARIA DA PENHA,PLANALTO,ABREU E LIMA,R  CARUARU 761,PROX A PADARIA PAN LUZ DIVINA ,17BPM,912554653,28926900,-790654809946.631,-349114903399204,2021,01,17,17-01-2021,9:21:00 PM,Noite,-7.90654809946631,-34.9114903399204
20210118125752ES,M11863461,INVASAO,INVASAO ,14A,A DOMICILIO,,,,,9BPM,899128580,8795177,-910604026643.426,-367473518189581,2021,01,18,18-01-2021,12:57:00 PM,Tarde,-9.10604026643426,-36.7473518189581
20210119004357ES,M11864427,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,BAR,BAR,,,,,7BPM,911764527,-29207127,-792039371148.456,-401680433338936,2021,01,19,19-01-2021,12:43:00 AM,Madrugada,-7.92039371148456,-40.1680433338936
20210119012419ES,M11864461,AGRESSAO,AGRESSAO,AGR1D,FISICA COM LESAO CORPORAL,,,,,7BPM,911764527,-29207127,-792039371148.456,-401680433338936,2021,01,19,19-01-2021,1:24:00 AM,Madrugada,-7.92039371148456,-40.1680433338936
20210119042743ES,M11864523,INVASAO,INVASAO ,14A,A DOMICILIO,ZUMBI DO PACHECO,JABOATÃƒO DOS GUARARAPES,R STA LUZIA 290,RESIDENCIAL ECOVILA IAPOATAN//PROX.FUNDAÃ‡AO BRADESC,25BPM,910440904,27740884,-809712210288.527,-350199674712628,2021,01,19,19-01-2021,4:27:00 AM,Madrugada,-8.09712210288527,-35.0199674712628
20210120060619ES,M11865896,AMEACA,AMEACA,AMEACA3,COM ARMA DE FOGO,SALGADINHO,OLINDA,R  LUCIA S 120,PROX. MERCADINHO DE MEMA,1BPM,911252619,29409798,-802445919435.755,-348682375886169,2021,01,20,20-01-2021,6:06:00 AM,Manhã,-8.02445919435755,-34.8682375886169
20210120060621ES,M11865897,RESGATE,RESGATE,RESG1,CAPTURA DE ANIMAL,ARTHUR LUNDGREN II,PAULISTA,R  RIBEIRAO 215,SIRETRAN / ASSOCIAÃ‡ÃƒO   DOS MORADORES ,17BPM,912337979,29154260,-792623058464.482,-348909641171778,2021,01,20,20-01-2021,6:06:00 AM,Manhã,-7.92623058464482,-34.8909641171778
20210120062137ES,M11865903,ACIDENT2,ACIDENTE DE TRANSITO COM ANIMAL,TRAN9A,COM VITIMA,VILA POPULAR,OLINDA,AV  PAN NORDESTINA,EM FRENTE AO FORUM DE OLINDA // ATACADÃƒO // SENT RECIF,1BPM,911382228,29508622,-801278219184.704,-348592208667956,2021,01,20,20-01-2021,6:21:00 AM,Manhã,-8.01278219184704,-34.8592208667956
20210120062332ES,M11865904,AGRESSAO,AGRESSAO,AGR1D,FISICA COM LESAO CORPORAL,SANTO AMARO,RECIFE,R  BERLIM 202,FORUM /  ATRAZ  DO POSTO ALVORADA,16BPM,911051675,29274897,-804257002943.122,-348805568728837,2021,01,20,20-01-2021,6:23:00 AM,Manhã,-8.04257002943122,-34.8805568728837
20210120063131ES,M11865906,FURTO,FURTO,11H,OUTRO,BOA VIAGEM,RECIFE,R PE BERNARDINO PESSOA,AV CONSELHEIRO AGUIAR/PADARIA CARMEM/WIZARD,19BPM,910272868,29113001,-811291062516.374,-348955700542489,2021,01,20,20-01-2021,6:31:00 AM,Manhã,-8.11291062516374,-34.8955700542489
20210120205248ES,M11866670,INVASAO,INVASAO ,14A,A DOMICILIO,ESPINHEIRO,RECIFE,R  MANOEL ARAO 58,ESCRITORIO DA AZELIA/ POR TRÃS DA CAIXA ECONOMICA ,13BPM,911025300,29151610,-804490311840.937,-34891750601555,2021,01,20,20-01-2021,8:52:00 PM,Noite,-8.04490311840937,-34.4891750601555
20210120212658ES,M11866720,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,SANTO ANTONIO,RECIFE,R  CAIS DE SANTA RITA,TERMINAL DE ONIBUS,16BPM,910793298,29327561,-806595075254.462,-348758875418652,2021,01,20,20-01-2021,9:26:00 PM,Noite,-8.06595075254462,-34.8758875418652
20210120212731ES,M11866721,ADULTERA,ADULTERACAO DE VEICULO,default,,,,,,23BPM,914126651,-1039928,-774358422564.402,-376238668776184,2021,01,20,20-01-2021,9:27:00 PM,Noite,-7.74358422564402,-37.6238668776184
20210120212732ES,M11866722,ROUBO,ROUBO,12J,ROUBO,,,,,9BPM,899128580,8795177,-910604026643.426,-367473518189581,2021,01,20,20-01-2021,9:27:00 PM,Noite,-9.10604026643426,-36.7473518189581
20210120212958ES,M11866727,RECEPTAC,RECEPTACAO,default,,,,,,6CIPM,911823857,22253496,-796938122535.191,-35516869655155,2021,01,20,20-01-2021,9:29:00 PM,Noite,-7.96938122535191,-35.5516869655155
